Year,Current City,Current State,Current Country,Permanent City,Permanent State,Permanent Country,Course
2025,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA LLB (Honours)
2025,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA LLB (Honours)
2025,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA LLB (Honours)
2025,GULBARGA,KARNATAKA,India,GULBARGA,KARNATAKA,INDIA,BBA LLB (Honours)
2025,MADURAI,TAMILNADU,India,MADURAI,TAMILNADU,INDIA,BBA LLB (Honours)
2025,THRISSUR,KERALA,India,THRISSUR,KERALA,INDIA,BBA LLB (Honours)
2025,RANGAREDDI,TELANGANA,India,RANGAREDDI,TELANGANA,INDIA,BBA LLB (Honours)
2025,SURAT,GUJARAT,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BBA LLB (Honours)
2025,PUDUCHERRY,PUDUCHERRY,India,PUDUCHERRY,PUDUCHERRY,INDIA,BBA LLB (Honours)
2025,KOTTAYAM,KERALA,India,KOTTAYAM,KERALA,INDIA,BBA LLB (Honours)
2025,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,HYDERABAD,ANDHRA PRADESH,India,HYDERABAD,ANDHRA PRADESH,INDIA,BBA LLB (Honours)
2025,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,KANNUR,KERALA,India,KANNUR,KERALA,INDIA,BBA LLB (Honours)
2025,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA LLB (Honours)
2025,KANGRA,HIMACHAL PRADESH,India,KANGRA,HIMACHAL PRADESH,INDIA,BBA LLB (Honours)
2025,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA LLB (Honours)
2025,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BBA LLB (Honours)
2025,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BBA LLB (Honours)
2025,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BBA LLB (Honours)
2025,SURAT,GUJARAT,India,SURAT,GUJARAT,INDIA,BBA LLB (Honours)
2025,MUMBAI,MAHARASHTRA,India,MUMBAI,MAHARASHTRA,INDIA,BBA LLB (Honours)
2025,JHAJJAR,HARYANA,India,JHAJJAR,HARYANA,INDIA,BBA LLB (Honours)
2025,ERODE,TAMILNADU,India,ERODE,TAMILNADU,INDIA,BBA LLB (Honours)
2025,DAVANGERE,KARNATAKA,India,DAVANGERE,KARNATAKA,INDIA,BBA LLB (Honours)
2025,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,VADODARA,GUJARAT,India,VADODARA,GUJARAT,INDIA,BBA LLB (Honours)
2025,THANE,MAHARASHTRA,India,THANE,MAHARASHTRA,INDIA,BBA LLB (Honours)
2025,PURULIYA,WEST BENGAL,India,PURULIYA,WEST BENGAL,INDIA,BBA LLB (Honours)
2025,BHOPAL,MADHYA PRADESH,India,ALLAHABAD,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,COIMBATORE,TAMILNADU,India,COIMBATORE,TAMILNADU,INDIA,BBA LLB (Honours)
2025,BAREILLY,UTTAR PRADESH,India,BAREILLY,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,JABALPUR,MADHYA PRADESH,India,JABALPUR,MADHYA PRADESH,INDIA,BBA LLB (Honours)
2025,MUMBAI SUBURBAN,MAHARASHTRA,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BBA LLB (Honours)
2025,BELGAUM,KARNATAKA,India,BELGAUM,KARNATAKA,INDIA,BBA LLB (Honours)
2025,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BBA LLB (Honours)
2025,SOUTH DELHI,DELHI,India,SOUTH DELHI,DELHI,INDIA,BBA LLB (Honours)
2019,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2019,KOLLAM,KERALA,India,KOLLAM,KERALA,INDIA,BA LLB (Honours)
2019,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2019,SOUTH DELHI,DELHI,India,SOUTH DELHI,DELHI,INDIA,BA LLB (Honours)
2019,NEW DELHI,DELHI,India,NEW DELHI,DELHI,INDIA,BA LLB (Honours)
2019,HAORA,WEST BENGAL,India,HAORA,WEST BENGAL,INDIA,BA LLB (Honours)
2019,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2019,ERNAKULAM,KERALA,India,ERNAKULAM,KERALA,INDIA,BA LLB (Honours)
2019,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BA LLB (Honours)
2019,TIRUPPUR,TAMILNADU,India,TIRUPPUR,TAMILNADU,INDIA,BA LLB (Honours)
2019,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2019,BIRBHUM,WEST BENGAL,India,BIRBHUM,WEST BENGAL,INDIA,BA LLB (Honours)
2019,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2019,PATHANAMTHITTA,KERALA,India,PATHANAMTHITTA,KERALA,INDIA,BA LLB (Honours)
2019,NILGIRIS,TAMILNADU,India,NILGIRIS,TAMILNADU,INDIA,BA LLB (Honours)
2019,DHARWAD,KARNATAKA,India,DHARWAD,KARNATAKA,INDIA,BA LLB (Honours)
2019,MUMBAI,MAHARASHTRA,India,MUMBAI,MAHARASHTRA,INDIA,BA LLB (Honours)
2019,GWALIOR,MADHYA PRADESH,India,GWALIOR,MADHYA PRADESH,INDIA,BA LLB (Honours)
2019,UJJAIN,MADHYA PRADESH,India,UJJAIN,MADHYA PRADESH,INDIA,BA LLB (Honours)
2019,KOLKATA,WEST BENGAL,India,KAMRUP METROPOLITAN,ASSAM,INDIA,BA LLB (Honours)
2019,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2019,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BA LLB (Honours)
2019,MEERUT,UTTAR PRADESH,India,MEERUT,UTTAR PRADESH,INDIA,BA LLB (Honours)
2019,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BA LLB (Honours)
2019,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2019,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2019,NASIK,MAHARASHTRA,India,NASIK,MAHARASHTRA,INDIA,BA LLB (Honours)
2019,ERNAKULAM,KERALA,India,ERNAKULAM,KERALA,INDIA,BA LLB (Honours)
2019,UNNAO,UTTAR PRADESH,India,UNNAO,UTTAR PRADESH,INDIA,BA LLB (Honours)
2019,SOUTH SIKKIM,SIKKIM,India,SOUTH SIKKIM,SIKKIM,INDIA,BA LLB (Honours)
2019,NAINITAL,UTTARAKHAND,India,NAINITAL,UTTARAKHAND,INDIA,BA LLB (Honours)
2019,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2020,BOKARO,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BA LLB (Honours)
2020,BHILWARA,RAJASTHAN,India,BHILWARA,RAJASTHAN,INDIA,BA LLB (Honours)
2020,JALANDHAR,PUNJAB,India,BHIWANI,HARYANA,INDIA,BA LLB (Honours)
2020,MUMBAI,MAHARASHTRA,India,MUMBAI,MAHARASHTRA,INDIA,BA LLB (Honours)
2020,PANCHSHEEL NAGAR,UTTAR PRADESH,India,ALLAHABAD,UTTAR PRADESH,INDIA,BA LLB (Honours)
2020,MUMBAI SUBURBAN,MAHARASHTRA,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BA LLB (Honours)
2020,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2020,GULBARGA,KARNATAKA,India,GULBARGA,KARNATAKA,INDIA,BA LLB (Honours)
2020,NEW DELHI,DELHI,India,NEW DELHI,DELHI,INDIA,BA LLB (Honours)
2020,FARIDABAD,HARYANA,India,FARIDABAD,HARYANA,INDIA,BA LLB (Honours)
2020,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BA LLB (Honours)
2020,KURUKSHETRA,HARYANA,India,KURUKSHETRA,HARYANA,INDIA,BA LLB (Honours)
2020,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2020,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2020,FARIDABAD,HARYANA,India,FARIDABAD,HARYANA,INDIA,BA LLB (Honours)
2020,Port Blair,ANDAMAN AND NICOBAR ISLANDS,India,Port Blair,ANDAMAN AND NICOBAR ISLANDS,INDIA,BA LLB (Honours)
2020,BARNALA,PUNJAB,India,BARNALA,PUNJAB,INDIA,BA LLB (Honours)
2020,MUMBAI SUBURBAN,MAHARASHTRA,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BA LLB (Honours)
2020,PATIALA,PUNJAB,India,PATIALA,PUNJAB,INDIA,BA LLB (Honours)
2020,dubai,DUBAI,United Arab Emirates,dubai,DUBAI,UNITED ARAB EMIRATES,BA LLB (Honours)
2020,BARDDHAMAN,WEST BENGAL,India,BARDDHAMAN,WEST BENGAL,INDIA,BA LLB (Honours)
2020,RAIGARH,CHHATTISGARH,India,RAIGARH,CHHATTISGARH,INDIA,BA LLB (Honours)
2020,COIMBATORE,TAMILNADU,India,KARUR,TAMILNADU,INDIA,BA LLB (Honours)
2020,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BA LLB (Honours)
2020,SOUTH-WEST DELHI,DELHI,India,SOUTH-WEST DELHI,DELHI,INDIA,BA LLB (Honours)
2020,secunderabad,TELANGANA,India,secunderabad,TELANGANA,INDIA,BA LLB (Honours)
2020,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BA LLB (Honours)
2020,BUXAR,BIHAR,India,BUXAR,BIHAR,INDIA,BA LLB (Honours)
2020,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2020,FARIDABAD,HARYANA,India,FARIDABAD,HARYANA,INDIA,BA LLB (Honours)
2020,WEST NIMAR,MADHYA PRADESH,India,WEST NIMAR,MADHYA PRADESH,INDIA,BA LLB (Honours)
2020,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2020,BOKARO,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BA LLB (Honours)
2020,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2020,DHARMAPURI,TAMILNADU,India,DHARMAPURI,TAMILNADU,INDIA,BA LLB (Honours)
2020,BALLIA,UTTAR PRADESH,India,BALLIA,UTTAR PRADESH,INDIA,BA LLB (Honours)
2020,NAINITAL,UTTARAKHAND,India,NAINITAL,UTTARAKHAND,INDIA,BA LLB (Honours)
2020,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2020,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,ERNAKULAM,KERALA,India,ERNAKULAM,KERALA,INDIA,BA LLB (Honours)
2021,SOUTH-WEST DELHI,DELHI,India,PALAKKAD,KERALA,INDIA,BA LLB (Honours)
2021,JODHPUR,RAJASTHAN,India,BEGUSARAI,BIHAR,INDIA,BA LLB (Honours)
2021,THRISSUR,KERALA,India,THRISSUR,KERALA,INDIA,BA LLB (Honours)
2021,KOTTAYAM,KERALA,India,KOTTAYAM,KERALA,INDIA,BA LLB (Honours)
2021,KOTTAYAM,KERALA,India,KOTTAYAM,KERALA,INDIA,BA LLB (Honours)
2021,KALAHANDI,ODISHA,India,KALAHANDI,ODISHA,INDIA,BA LLB (Honours)
2021,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2021,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2021,KRISHNAGIRI,TAMILNADU,India,KRISHNAGIRI,TAMILNADU,INDIA,BA LLB (Honours)
2021,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2021,ANANTNAG,JAMMU AND KASHMIR,India,ANANTNAG,JAMMU AND KASHMIR,INDIA,BA LLB (Honours)
2021,AMETHI,UTTAR PRADESH,India,AMETHI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,CHANDIGARH,CHANDIGARH,India,CHANDIGARH,CHANDIGARH,INDIA,BA LLB (Honours)
2021,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BA LLB (Honours)
2021,NANDED,MAHARASHTRA,India,NANDED,MAHARASHTRA,INDIA,BA LLB (Honours)
2021,FUJAIRAH,FUJAIRAH,United Arab Emirates,IDUKKI,KERALA,INDIA,BA LLB (Honours)
2021,JALANDHAR,PUNJAB,India,JALANDHAR,PUNJAB,INDIA,BA LLB (Honours)
2021,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,RAIGAD,MAHARASHTRA,India,RAIGAD,MAHARASHTRA,INDIA,BA LLB (Honours)
2021,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2021,JAUNPUR,UTTAR PRADESH,India,JAUNPUR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,WEST DELHI,DELHI,India,WEST DELHI,DELHI,INDIA,BA LLB (Honours)
2021,PATHANAMTHITTA,KERALA,India,PATHANAMTHITTA,KERALA,INDIA,BA LLB (Honours)
2021,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BA LLB (Honours)
2021,KUWAIT,KUWAIT,Kuwait,KOTTAYAM,KERALA,INDIA,BA LLB (Honours)
2021,THIRUVANANTHAPURAM,KERALA,India,THIRUVANANTHAPURAM,KERALA,INDIA,BA LLB (Honours)
2021,NILGIRIS,TAMILNADU,India,NILGIRIS,TAMILNADU,INDIA,BA LLB (Honours)
2021,NELLORE,ANDHRA PRADESH,India,NELLORE,ANDHRA PRADESH,INDIA,BA LLB (Honours)
2021,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BA LLB (Honours)
2021,BAREILLY,UTTAR PRADESH,India,RAMGARH,JHARKHAND,INDIA,BA LLB (Honours)
2021,DURG,CHHATTISGARH,India,DURG,CHHATTISGARH,INDIA,BA LLB (Honours)
2021,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BA LLB (Honours)
2021,BOKARO,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BA LLB (Honours)
2021,GORAKHPUR,UTTAR PRADESH,India,GORAKHPUR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,SOUTH GOA,GOA,India,KOLLAM,KERALA,INDIA,BA LLB (Honours)
2021,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BA LLB (Honours)
2021,ALLAHABAD,UTTAR PRADESH,India,ALLAHABAD,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,PATIALA,PUNJAB,India,PATIALA,PUNJAB,INDIA,BA LLB (Honours)
2021,INDORE,MADHYA PRADESH,India,INDORE,MADHYA PRADESH,INDIA,BA LLB (Honours)
2021,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2021,JAMTARA,JHARKHAND,India,JAMTARA,JHARKHAND,INDIA,BA LLB (Honours)
2021,BOKARO,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BA LLB (Honours)
2021,GUNTUR,ANDHRA PRADESH,India,GUNTUR,ANDHRA PRADESH,INDIA,BA LLB (Honours)
2021,EAST DELHI,DELHI,India,EAST DELHI,DELHI,INDIA,BA LLB (Honours)
2021,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BA LLB (Honours)
2021,Lucknow,UTTAR PRADESH,India,Lucknow,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,MADURAI,TAMILNADU,India,MADURAI,TAMILNADU,INDIA,BA LLB (Honours)
2021,RAIPUR,CHHATTISGARH,India,RAIPUR,CHHATTISGARH,INDIA,BA LLB (Honours)
2021,IDUKKI,KERALA,India,IDUKKI,KERALA,INDIA,BA LLB (Honours)
2021,SOUTH DELHI,DELHI,India,SOUTH DELHI,DELHI,INDIA,BA LLB (Honours)
2021,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2021,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,DHARWAD,KARNATAKA,India,DHARWAD,KARNATAKA,INDIA,BA LLB (Honours)
2021,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,NASIK,MAHARASHTRA,India,NASIK,MAHARASHTRA,INDIA,BA LLB (Honours)
2021,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2021,asansol,WEST BENGAL,India,asansol,WEST BENGAL,INDIA,BA LLB (Honours)
2021,SIMLA,HIMACHAL PRADESH,India,SIMLA,HIMACHAL PRADESH,INDIA,BA LLB (Honours)
2021,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BA LLB (Honours)
2021,MAHENDRAGARH,HARYANA,India,MAHENDRAGARH,HARYANA,INDIA,BA LLB (Honours)
2021,SOUTH-WEST DELHI,DELHI,India,SOUTH-WEST DELHI,DELHI,INDIA,BA LLB (Honours)
2021,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2022,SULTANPUR,UTTAR PRADESH,India,SULTANPUR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,GURGAON,HARYANA,India,PUNE,MAHARASHTRA,INDIA,BA LLB (Honours)
2022,MADHUBANI,BIHAR,India,MADHUBANI,BIHAR,INDIA,BA LLB (Honours)
2022,EAST KHASI HILLS,MEGHALAYA,India,EAST KHASI HILLS,MEGHALAYA,INDIA,BA LLB (Honours)
2022,EAST KHASI HILLS,MEGHALAYA,India,KAMRUP METROPOLITAN,ASSAM,INDIA,BA LLB (Honours)
2022,SOUTH GOA,GOA,India,SOUTH GOA,GOA,INDIA,BA LLB (Honours)
2022,Meppadi,KERALA,India,WAYANAD,KERALA,INDIA,BA LLB (Honours)
2022,SOUTH GOA,GOA,India,SOUTH GOA,GOA,INDIA,BA LLB (Honours)
2022,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BA LLB (Honours)
2022,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,PALI,RAJASTHAN,India,PALI,RAJASTHAN,INDIA,BA LLB (Honours)
2022,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BA LLB (Honours)
2022,ALAPUZHA,KERALA,India,ALAPUZHA,KERALA,INDIA,BA LLB (Honours)
2022,SULTANPUR,UTTAR PRADESH,India,SULTANPUR,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,GANDHINAGAR,GUJARAT,India,GANDHINAGAR,GUJARAT,INDIA,BA LLB (Honours)
2022,THRISSUR,KERALA,India,THRISSUR,KERALA,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,AL MAABELAH NORTH,MUSCAT,Oman,WAYANAD,KERALA,INDIA,BA LLB (Honours)
2022,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2022,THANE,MAHARASHTRA,India,THANE,MAHARASHTRA,INDIA,BA LLB (Honours)
2022,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2022,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2022,INDORE,MADHYA PRADESH,India,INDORE,MADHYA PRADESH,INDIA,BA LLB (Honours)
2022,RAIGAD,MAHARASHTRA,India,RAIGAD,MAHARASHTRA,INDIA,BA LLB (Honours)
2022,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2022,JAMMU,JAMMU AND KASHMIR,India,JAMMU,JAMMU AND KASHMIR,INDIA,BA LLB (Honours)
2022,JODHPUR,RAJASTHAN,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2022,PATHANAMTHITTA,KERALA,India,PATHANAMTHITTA,KERALA,INDIA,BA LLB (Honours)
2022,PATIALA,PUNJAB,India,PATIALA,PUNJAB,INDIA,BA LLB (Honours)
2022,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,BHARUCH,GUJARAT,India,BHARUCH,GUJARAT,INDIA,BA LLB (Honours)
2022,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,SHAHDARA,DELHI,India,SHAHDARA,DELHI,INDIA,BA LLB (Honours)
2022,RANCHI,JHARKHAND,India,BALLIA,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,RAIPUR,CHHATTISGARH,India,RAIPUR,CHHATTISGARH,INDIA,BA LLB (Honours)
2022,JABALPUR,MADHYA PRADESH,India,JABALPUR,MADHYA PRADESH,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,KOTA,RAJASTHAN,India,KOTA,RAJASTHAN,INDIA,BA LLB (Honours)
2022,SOUTH-WEST DELHI,DELHI,India,SOUTH-WEST DELHI,DELHI,INDIA,BA LLB (Honours)
2022,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2022,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2022,PANCHKULA,HARYANA,India,JALANDHAR,PUNJAB,INDIA,BA LLB (Honours)
2022,BANGALORE RURAL,KARNATAKA,India,BANGALORE RURAL,KARNATAKA,INDIA,BA LLB (Honours)
2022,BANGALORE RURAL,KARNATAKA,India,BANGALORE RURAL,KARNATAKA,INDIA,BA LLB (Honours)
2022,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2022,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BA LLB (Honours)
2022,SOUTH 24 PARGANAS,WEST BENGAL,India,SOUTH 24 PARGANAS,WEST BENGAL,INDIA,BA LLB (Honours)
2022,BAREILLY,UTTAR PRADESH,India,BAREILLY,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,THIRUVALLUR,TAMILNADU,India,THIRUVALLUR,TAMILNADU,INDIA,BA LLB (Honours)
2022,PURBI CHAMPARAN,BIHAR,India,BHOJPUR,BIHAR,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,GAYA,BIHAR,India,GAYA,BIHAR,INDIA,BA LLB (Honours)
2022,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BA LLB (Honours)
2022,THANE,MAHARASHTRA,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,COIMBATORE,TAMILNADU,India,COIMBATORE,TAMILNADU,INDIA,BA LLB (Honours)
2022,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2022,KHURDA,ODISHA,India,KHURDA,ODISHA,INDIA,BA LLB (Honours)
2022,BELGAUM,KARNATAKA,India,BELGAUM,KARNATAKA,INDIA,BA LLB (Honours)
2022,UTTAR KANNAD,KARNATAKA,India,UTTAR KANNAD,KARNATAKA,INDIA,BA LLB (Honours)
2022,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BA LLB (Honours)
2022,KOLHAPUR,MAHARASHTRA,India,KOLHAPUR,MAHARASHTRA,INDIA,BA LLB (Honours)
2022,HARIDWAR,UTTARAKHAND,India,HARIDWAR,UTTARAKHAND,INDIA,BA LLB (Honours)
2022,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
2022,DAKSHIN KANNAD,KARNATAKA,India,DAKSHIN KANNAD,KARNATAKA,INDIA,BA LLB (Honours)
2022,CHITTOOR,ANDHRA PRADESH,India,CHITTOOR,ANDHRA PRADESH,INDIA,BA LLB (Honours)
2022,DHARMAPURI,TAMILNADU,India,DHARMAPURI,TAMILNADU,INDIA,BA LLB (Honours)
2022,NELLORE,ANDHRA PRADESH,India,NELLORE,ANDHRA PRADESH,INDIA,BA LLB (Honours)
2023,EAST DELHI,DELHI,India,EAST DELHI,DELHI,INDIA,BA LLB (Honours)
2023,ERNAKULAM,KERALA,India,ERNAKULAM,KERALA,INDIA,BA LLB (Honours)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BA LLB (Honours)
2023,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BA LLB (Honours)
2023,MUMBAI SUBURBAN,MAHARASHTRA,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BA LLB (Honours)
2023,Dubai,DUBAI,United Arab Emirates,MUMBAI,MAHARASHTRA,INDIA,BA LLB (Honours)
2023,BILASPUR,CHHATTISGARH,India,BILASPUR,CHHATTISGARH,INDIA,BA LLB (Honours)
2023,PALAKKAD,KERALA,India,PALAKKAD,KERALA,INDIA,BA LLB (Honours)
2023,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2023,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BA LLB (Honours)
2023,THRISSUR,KERALA,India,THRISSUR,KERALA,INDIA,BA LLB (Honours)
2023,DURG,CHHATTISGARH,India,DURG,CHHATTISGARH,INDIA,BA LLB (Honours)
2023,KANAUJ,UTTAR PRADESH,India,KANAUJ,UTTAR PRADESH,INDIA,BA LLB (Honours)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BA LLB (Honours)
